id,label,props
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1473,Disease,{'name': 'B-Thalassemia'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1474,Trial,"{'summary': ' Cycle 1 (21-day cycle): Days 1', 'secondary_outcomes': '8', 'sex': ' and 15; study follow-up on Days 113', 'nct_id': ' rate constant. Apparent terminal rate constant was defined as the amount of luspatercept that was eliminated from the body during a given period of time and was calculated by linear regression of the terminal portion of the log-concentration-time curve in serum. Apparent terminal rate constant was based on non-compartmental analysis.', 'age': '141', 'primary_outcomes': ' and 15; Cycle 2 (21-day cycle): Days 1 and 8; Cycles 4 and 5 (21-day cycles): Days 1'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1475,Disease,{'name': '8'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1476,Trial,"{'summary': 'This is a non-randomized, open label, multi-site, single-dose, phase 1/2 study in up to 18 participants (including at least 3 adolescents between 12 and 17 years of age, inclusive) with β-thalassemia major. The study will evaluate the safety and efficacy of autologous hematopoietic stem cell transplantation (HSCT) using LentiGlobin BB305 Drug Product \\[autologous CD34+ hematopoietic stem cells transduced with LentiGlobin BB305 lentiviral vector encoding the human βA-T87Q-globin gene\\].', 'secondary_outcomes': 'Percentage of Participants Who Achieved Transfusion Independence (TI) at Month 18 and Month 24, TI was defined as a weighted average Hb \\>= 9 g/dL without any pRBC transfusions for a continuous period of \\>= 12 months at any time during the study after LentiGlobin BB305 Drug Product infusion., Month 18, Month 24|Duration of Transfusion Independence (TI), TI was defined as a weighted average Hb \\>= 9 g/dL without any pRBC transfusions for a continuous period of \\>= 12 months at any time during the study after LentiGlobin BB305 Drug Product infusion. Time period of TI will start when participants achieve a Hb \\>= 9 g/dL with no transfusions in the preceding 60 days. Duration of TI was calculated as the time from the start of TI (i.e. first Hb \\>= 9 g/dL with no transfusions in the preceding 60 days) up to the last available Hb at which the TI criteria are still met., From time of drug product infusion up to 24 months|Time From LentiGlobin BB305 Drug Product Infusion to Last pRBC Transfusion Prior to Achieving Transfusion Independence (TI), TI was defined as a weighted average Hb \\>= 9 g/dL without any pRBC transfusions for a continuous period of \\>= 12 months at any time during the study after LentiGlobin BB305 Drug Product infusion. Time From LentiGlobin BB305 Drug Product Infusion to last pRBC transfusion prior to achieving TI was reported., From time of drug product infusion up to 24 months|Time From LentiGlobin BB305 Drug Product Infusion to Achieving Transfusion Independence (TI), TI was defined as a weighted average Hb \\>= 9 g/dL without any pRBC transfusions for a continuous period of \\>= 12 months at any time during the study after LentiGlobin BB305 Drug Product infusion. Time from drug product infusion to initial achievement of TI was calculated as the time from drug product infusion to the first Hb at which a participant can be declared as TI., From time of drug product infusion up to 24 months|Weighted Average Hemoglobin (Hb) During Period of Transfusion Independence (TI), The weighted average Hb is an average area under the curve during the period of TI, from the start of TI when the Hb is first \\>= 9 g/dL with no transfusions in the preceding 60 days to the last available Hb at which the TI criteria are still met. TI was defined as a weighted average Hb \\>= 9 g/dL without any pRBC transfusions for a continuous period of \\>= 12 months at any time during the study after LentiGlobin BB305 Drug Product infusion. Weighted average Hb during the period of TI was reported., From time of drug product infusion up to 24 months|Percentage Change From Baseline in Annualized Number of Packed Red Blood Cells (pRBC) Transfusions at Month 24, The annualized number of pRBC transfusions over the 2 year period prior to drug product infusion was compared to the annualized number of pRBC transfusions during the Month 6 to Month 24 period post drug product infusion and the percentage change was reported., Baseline, Month 24|Percentage Change From Baseline in Average Annual Packed Red Blood Cells (pRBC) Transfusion Volume at Month 24, The annualized volume of pRBC transfusions over the 2 year period prior to drug product infusion was compared to the annualized volume of pRBC transfusions in the Month 6 to Month 24 period post drug product Infusion and the percentage change from baseline was reported., Baseline, Month 24|Weighted Average Nadir Hemoglobin (Hb), Weighted average Hb nadir was defined as an average area under the curve where the Hb closest but within 3 days prior to a transfusion is used as the Hb nadir. If there is a period of more than 60 days without a pRBC transfusion, all Hb records between Day 61 and day of last visit or next transfusion (inclusive) were also considered as nadirs. The weighted average nadir Hb during the period of Month 6 to Month 24 was compared to the weighted average nadir Hb during the 2 years prior to enrollment., Baseline, Month 6 to Month 24|Number of Participants With Successful Neutrophil Engraftment, Neutrophil engraftment was defined as achieving 3 consecutive absolute neutrophil count (ANC) \\>= 0.5 × 10\\^9/L on different days after a post-transplant value of \\< 0.5 × 10\\^9/L within 42 days after drug product infusion., From time of drug product infusion up to 24 months|Time to Neutrophil Engraftment, Time to neutrophil engraftment was defined as the time to the first of 3 consecutive absolute neutrophil count (ANC) \\>= 0.5 × 10\\^9/L obtained on different days after a post-transplant value of \\< 0.5 × 10\\^9/L. The Day of neutrophil engraftment is the first day of the 3 consecutive measurements, where Day 1 is the day of drug product infusion., From time of drug product infusion up to 24 months|Number of Participants With Successful Platelet Engraftment, Platelet engraftment was defined as achieving 3 consecutive platelet values \\>= 20 × 10\\^9/L on different days after a post-transplant value of \\< 20 × 10\\^9/L, while no platelet transfusions administered for 7 days immediately preceding and during the evaluation period., From time of drug product infusion up to 24 months|Time to Platelet Engraftment, Time to platelet engraftment was defined as achieving of first 3 consecutive platelet values \\>= 20 × 10\\^9/L obtained on different days after a post-transplant value of \\< 20 × 10\\^9/L, while no platelet transfusions administered for 7 days immediately preceding and during the evaluation period. The day of platelet engraftment is the first day of the 3 consecutive measurements, where Day 1 is the day of drug product infusion., From time of drug product infusion up to 24 months|Transplant-related Mortality, Transplant-related mortality was determined by the investigator (any deaths considered related to the transplant.), Through 100 and 365 days post-LentiGlobin BB305 Drug Product infusion|Overall Survival, Overall survival was defined as time from date of LentiGlobin BB305 Drug Product infusion (Day 1) to date of death. Overall survival was censored at the date of last visit if the participant was still alive. Percentage of participants who survived throughout the study were reported., From time of drug product infusion up to 24 months|Percentage of Participants Detected With Replication-competent Lentivirus (RCL), Blood samples were analyzed for detection of RCL using RCL co-culture assay., From time of drug product infusion up to 24 months|Number of Participants With Integration Site Analysis (ISA) With >30% Clonal Contribution, Linear amplification-mediated polymerase chain reaction (LAM-PCR) coupled with next generation sequencing and subsequent (semi-) automated data mining allowed high-throughput analysis of vector integration site (IS) in blood cells from treated participants at multiple time points. ISs detected in peripheral blood cells at early time points generally were due to the expansion of transduced short-term progenitor stem cell clones, and gradually shift to include sites detected due to expansion of transduced long-term stem cell clones. An efficient transduction procedure was anticipated to give rise to a polyclonal population in the participant, reflected by the detection of multiple IS. Additionally, ISA allowed monitoring of the relative contribution of individual clones over time. Number of participants who had IS that contributed to \\>=30% of the total clones at any time was used as a first step to investigating whether clonal dominance was achieved., From time of drug product infusion up to 24 months|Number of Participants With Adverse Events (AEs) and Serious Adverse Events (SAEs), An AE was defined as any unfavorable and unintended sign (including abnormal laboratory findings), symptom, or disease temporally associated with the use of a medicinal product, whether or not considered related to the medicinal product. A SAE was any AE, occurring at any dose and regardless of causality that: results in death, was life-threatening, required in-patient hospitalization or prolongation of existing hospitalization, resulted in persistent or significant disability/incapacity, was a congenital anomaly/birth defect., From signing of informed consent to 24 months after the drug product infusion', 'sex': 'ALL', 'nct_id': 'NCT01745120', 'age': 'CHILD, ADULT', 'primary_outcomes': 'Percentage of Participants With Sustained Production of >=2.0 Grams Per Deciliter (g/dL) of Hemoglobin A (HbA) Containing βA-T87Q-globin (HbAT87Q) for the Six Months Between Month 18 and Month 24, Percentage of participants with sustained production of \\>=2.0 grams per deciliter (g/dL) of hemoglobin A (HbA) containing βA-T87Q-globin (HbAT87Q) for 6 months (Month 18 to Month 24) was reported., Month 18 to Month 24|Percentage of Participants Who Achieved Transfusion Independence (TI), TI was defined as a weighted average hemoglobin (Hb) \\>= 9 g/dL without any packed red blood cells (pRBC) transfusions for a continuous period of \\>=12 months at any time during the study after LentiGlobin BB305 Drug Product infusion. Percentage of participants who achieved TI from time of drug product infusion up to 24 months was reported., From time of drug product infusion up to 24 months'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1477,Disease,{'name': 'β-thalassemia Major'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1478,Trial,"{'summary': 'Deferiprone (DFP) is the most extensively studied oral iron chelator to date. It has been authorised in Europe in 1999 for the treatment of iron overload in patients with beta-thalassaemia major when DFO is contraindicated or inadequate. Despite a wide experience of DFP there are limited experimental data available on DFP in children and no pharmacokinetic data in children under 6 years of age. On the basis of the existing data in adults and adolescent, in the DEEP-1 trial a pharmacokinetic bridging model was developed to support the dose selection in children aged less than 6 years affected by transfusion dependent haemoglobinopathies. The study consisted of two phases, namely an experimental phase, during which patients received a single dose and a modeling phase, during which PK data obtained after single dose in patients \\< 6 years of age were analysed in conjunction with historical PK data in adults and older children and adolescents. The model-based analysis of the data obtained after single dose enabled the assessment of the dosing regimen required for the purpose of accurate pharmacokinetic bridging. The ratio between the predicted systemic exposure parameters (AUC and Cmax) in the target population and reference group were used as basis for recommendation of the dose in the target population.', 'secondary_outcomes': 'Adverse Events, All the medical occurrences that started after the administration of the drug, from drug administration up to 8 days post treatment', 'sex': 'ALL', 'nct_id': 'NCT01740713', 'age': 'CHILD', 'primary_outcomes': 'CL/F, Plasma clearance after oral administration. The parameter was estimated through a population pharmacokinetic model, during which concentration data obtained after single oral dose ( at 3 dose levels) of DFP in patients aged from 1 month to less than 6 years of age., Day 1 of single dose treatment (6 sampling time range: from predose up to 8h post first administration)|AUC (0-8h), Area under concentration versus time curve from 0 to 8 h post dosing. Secondary pharmacokinetic parameter derived on the basis of the individual predicted concentration vs. time profiles, through the pop-PK model., Day 1 of single dose treatment (6 sampling time range: from predose up to 8h post first administration)|V/F, volume of distribution after oral administration. The parameter was estimated through a population pharmacokinetic model, during which concentration data obtained after single oral dose ( at 3 dose levels) of DFP in patients aged from 1 month to less than 6 years of age, Day 1 of single dose treatment (6 sampling time range: from predose up to 8h post first administration)|Tmax, Time at which the maximum concentration (Cmax) is reached. Secondary pharmacokinetic parameters such as Cmax, Min, Tmax, Css and AUC (0-8h) were derived based on the individual predicted concentration vs. time profiles., Day 1 of single dose treatment (6 sampling time range: from predose up to 8h post first administration)|Ka, Absorption rate constant. The parameter was estimated through a population pharmacokinetic model, during which concentration data obtained after single oral dose ( at 3 dose levels) of DFP in patients aged from 1 month to less than 6 years of age., Day 1 of single dose treatment (6 sampling time range: from predose up to 8h post first administration)|Cmax, Maximum concentration reached in plasma. Secondary pharmacokinetic parameter derived on the basis of the individual predicted concentration vs. time profiles, through the pop-PK model., Day 1 of single dose treatment (6 sampling time range: from predose up to 8h post first administration)|Css, Plasma concentration reached at steady state. Secondary pharmacokinetic parameter derived on the basis of the individual predicted concentration vs. time profiles, through the pop-PK model., Day 1 of single dose treatment (6 sampling time range: from predose up to 8h post first administration)|Cmin, Minimum plasma concentration. Secondary pharmacokinetic parameter derived on the basis of the individual predicted concentration vs. time profiles, through the pop-PK model., Day 1 of single dose treatment (6 sampling time range: from predose up to 8h post first administration)'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1479,Drug,"{'name': 'Deferiprone, dose level 1'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1480,Drug,"{'name': 'Deferiprone, dose level 2'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1481,Drug,"{'name': 'Deferiprone, dose level 3'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1482,Trial,"{'summary': 'We hypothesize that the combination treatment with deferasirox and deferiprone will be well tolerated and will result in significant improvement in cardiac and liver iron levels.', 'secondary_outcomes': 'Number of Participants With Improvement in Cardiac T2* MRI, Improvement in Cardiac T2\\* MRI from baseline to determine if there is a reduction of cardiac iron burden., 12 months', 'sex': 'ALL', 'nct_id': 'NCT01709032', 'age': 'ADULT, OLDER_ADULT', 'primary_outcomes': 'Number of Participants With Improvement in Liver Iron Concentration, Determine the safety of the combination of Deferasirox and Deferiprone for the treatment of subjects with Thalassemia Major and Severe Iron Overload by assessing change in liver iron concentration from baseline to follow-up, 12 months'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1483,Disease,{'name': 'Thalassemia Major With Severe Transfusional Iron Overload'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1484,Drug,{'name': 'Deferasirox and deferiprone'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1485,Trial,"{'summary': 'This was a prospective, single-arm, multicenter, national, phase II clinical study. The purpose of this Phase II study was to examine the safety and efficacy of deferasirox to decrease iron overload (IOL) in the posttransplant period in patients with beta-thalassemia major.', 'secondary_outcomes': 'Change in Serum Ferritin Level., Blood samples were collected and serum levels were assessed at study baseline (BL) and at 12 months., Baseline, 12 Months|Change in the Further Parameters of Iron Overload (Liver Iron Concentration by Magnetic Resonance Imaging (MRI Examination), Liver Iron Concentration (LIC) values between 3 and 7 mg Fe / g dry weight are indicative of mild iron deposition, while values between 7 and 15 mg Fe / g dry weight are indicative of moderate iron deposition which have been associated with liver disease. Values \\>15 mg Fe/g dry weight are indicative of severe iron deposition which is associated with progressive liver fibrosis, increased morbidity and mortality, Baseline, 12 month|The Percentage of Patients Reaching Serum Ferritin Levels Lower Than 500 μg/L, Serum Ferritin values between 1000-2500 μg/L are indicative of mild to moderate iron overload while values \\>2500 μg/L are indicative of severe iron overload and levels constantly higher than 2500 μg/L has been shown to to increase the risk of cardiac complications and endocrine disease. Maintaining levels \\<1000 μg/L is associated with increased survival and less morbidity., Week 28 and Week 52|Change in the Further Parameters of Iron Overload (Cardiac Iron Concentration by Magnetic Resonance Imaging (MRI Examination), Cardiac MRI values between 10 to 20 milliseconds (ms) are indicative of moderate cardiac iron deposition associated with declining left ventricular ejection fraction and arrhythmias while values \\<10 ms are indicative of deposition sufficient to risk cardiac decompensation and associated with overt heart failure and mortality., Baseline, 12 month', 'sex': 'ALL', 'nct_id': 'NCT01610297', 'age': 'CHILD, ADULT, OLDER_ADULT', 'primary_outcomes': 'Number of Participants With Adverse Events, Serious Adverse Events and Deaths as a Measure of Safety and Tolerability, To determine the safety; incidence, type and severity of adverse events including renal, hepatic, biochemistry and hematologic parameters of deferasirox in the treatment of iron overload after hematopoietic stem cell transplantation (HSCT) in patients with beta-thalassemia major in 12 months period, 12 months'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1486,Disease,{'name': 'Iron Overload After Hematopoietic Stem Cell Transplantation (HSCT) in Patients With Beta-thalassemia Major'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1487,Drug,{'name': 'ICL670'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1488,Trial,"{'summary': 'The purpose of this study is to determine if intranasal fentanyl can decrease the pain of patients with sickle cell disease who present to the pediatric emergency department with a vaso-occlusive crisis.', 'secondary_outcomes': 'Presence of Bradycardia, Number of participants who had bradycardia, Every 5 minutes until 30 minutes after study drug administration|Presence of Headache, Participants will be followed for the duration of their ED visit, an expected average of 6 hours|Admission Rate, This will be assessed at either discharge from the ED or admission to an inpatient unit, an expected average of 6 hours after triage|Length of Stay in ED, Given multiple confounding factors, reliable data was not able to be obtained for this outcome measure, Time from triage until either discharge from the ED or admission to an inpatient unit, an expected average of 6 hours|Total Amount of Narcotics Administered, Given multiple confounding and extraneous factors, reliable data was not able to be obtained for this outcome measure, Participants will be followed for the duration of their ED visit, an expected average of 6 hours|Time to Study Drug Administration, Time from triage to adminstration of study drug|Change in Pain Score at 10 Minutes, Change in pain score between 0 and 10 minutes using the Wong Baker FACES pain scale (WBFPS). The WBFPRS has six faces, with each face representing an increasing severity of pain the more rightward it is on the scale (0 is the lowest score , which represents the least amount of pain, while 10 is the highest score which represents the greatest level of pain).. Each face has an even number underneath it, consecutively.\n\nTo calculate the change, the reported pain score at 10 minutes was subtracted from the reported baseline pain score. Thus, the higher change in pain score is indicative of a GREATER change in pain (i.e. greater decrease in pain at 10 minutes compared to baseline). The greatest possible changes in pain would be a 10 (pain score of 10 at baseline and 0 at 10 minutes) representing a DECREASE in pain between the two time points, and -10 (pain score of 0 at baseline and 10 at 10 minutes) representing a INCREASE in pain between the two time points., Baseline and 10 minutes after administration of study drug|Change in Pain Score at 30 Minutes, Change in pain score between 0 and 30 minutes using the Wong Baker FACES pain scale (WBFPS). The WBFPRS has six faces, with each face representing an increasing severity of pain the more rightward it is on the scale (0 is the lowest score, which represents the least amount of pain, while 10 is the highest score which represents the greatest level of pain).. Each face has an even number underneath it, consecutively.\n\nTo calculate the change, the reported pain score at 30 minutes was subtracted from the reported baseline pain score. Thus, the higher change in pain score is indicative of a GREATER change in pain (i.e. greater decrease in pain at 30 minutes compared to baseline). The greatest possible changes in pain would be a 10 (pain score of 10 at baseline and 0 at 30 minutes) representing a DECREASE in pain between the two time points, and -10 (pain score of 0 at baseline and 10 at 30 minutes) representing a INCREASE in pain between the two time points., Baseline and 30 minutes after administration of study drug|Change in Pain Score, Due to confounding factors we were unable to obtain reliable data for this outcome, Baseline and immediately prior to IV insertion|Respiratory Distress, Participants who had respiratory distress within 30 min of study drug administration, Every 5 minutes until 30 minutes after study drug administration|Hypotension, Participants who had hypotension within 30 min of study drug administration, Every 5 minutes until 30 minutes after study drug administration|Hypoxia, Number of participants who had hypoxia within 30 min of study drug adminsitration, Every 5 minutes until 30 minutes after study drug administration', 'sex': 'ALL', 'nct_id': 'NCT01482091', 'age': 'CHILD, ADULT', 'primary_outcomes': 'Change in Pain Score 20 Minutes After Administration of Study Drug, Change in pain score between 0 and 20 minutes using the Wong Baker FACES pain scale (WBFPS). The WBFPRS has six faces, with each face representing an increasing severity of pain the more rightward it is on the scale (0 is the lowest score , which represents the least amount of pain, while 10 is the highest score which represents the greatest level of pain).. Each face has an even number underneath it, consecutively.\n\nTo calculate the change, the reported pain score at 20 minutes was subtracted from the reported baseline pain score. Thus, the higher change in pain score is indicative of a GREATER change in pain (i.e. greater decrease in pain at 20 minutes compared to baseline). The greatest possible changes in pain would be a 10 (pain score of 10 at baseline and 0 at 20 minutes) representing a DECREASE in pain between the two time points, and -10 (pain score of 0 at baseline and 10 at 20 minutes) representing a INCREASE in pain between the two time points., Baseline and 20 minutes after administration of study drug'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1489,Disease,"{'name': 'Anemia, Sickle Cell'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1490,Disease,{'name': 'Pain'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1491,Drug,{'name': 'Fentanyl Citrate'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1492,Drug,{'name': 'Normal Saline'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1493,Trial,"{'summary': 'The purpose of this study is to determine the correct prasugrel dosage to be given to children with sickle cell disease (SCD).', 'secondary_outcomes': 'Pharmacokinetics: Area Under the Concentration-Time Curve (AUC) of Prasugrel Inactive Metabolite, AUC of prasugrel inactive metabolite(s) from time 0 up to the last sampling time of 4 hours postdose \\[AUC(0-tlast)\\]. Improvements in bioanalytical methodology enabled direct measurement of Pras-AM from plasma, obviating the need to estimate its concentration from inactive downstream metabolite(s). Thus, the AUC of prasugrel inactive metabolite(s) was not analyzed., Part A: 0.5, 1, 1.5, 2, 4 hours postdose|Number of Participants With Pain, The number of participants who answered ""yes"" to the first question in the Sickle Cell Disease Pain (SCD) Questionnaire is reported. Question 1: In the past 2 weeks, did you experience any sickle cell pain?, Part B: Baseline and Day14 ± 4 days postdose in each dosing period|Number of Participants With Hemorrhagic Events Requiring Medical Intervention, Hemorrhagic events were determined by the study investigator. Medical intervention was defined as any medical attention resulting in therapy or further investigation, as determined by a trained medical professional., Part B: Baseline up to Day 36', 'sex': 'ALL', 'nct_id': 'NCT01476696', 'age': 'CHILD', 'primary_outcomes': 'Pharmacokinetics: Area Under the Concentration-Time Curve (AUC) of Prasugrel Active Metabolite (Pras-AM), AUC of Pras-AM from time 0 up to the last sampling time of 4 hours postdose \\[AUC(0-tlast)\\] is reported by dose administered \\[0.03, 0.05, 0.07, 0.09, 0.11, 0.13, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, and 0.6 milligrams per kilogram (mg/kg)\\] during Part A (single-dose range finding phase) and is reported for doses administered on site (0.06, 0.08, and 0.12 mg/kg) during Part B (once-daily repeated dosing phase) of the study. Four participants received the same dose at multiple visits where pharmacokinetic samples were collected., Parts A and B: 0.5, 1, 1.5, 2, 4 hours postdose|Percentage of Platelet Inhibition as Measured by VerifyNow™P2Y12 (VN), Accumetrics VN assay: A point-of-care device that measures platelet aggregation. Percentage of platelet inhibition is reported by dose administered \\[0.03, 0.05, 0.07, 0.09, 0.11, 0.13, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, and 0.6 milligrams per kilogram (mg/kg)\\] during Part A (single-dose range finding phase) and also during the once-daily repeated dosing phase in Part B, at steady state, 14 ± 4 days after each new dose (0.06, 0.08, and 0.12 mg/kg) is administered. One participant received the same dose at multiple visits (Part A) and one participant received the same daily dose during both dosing periods in Part B., Part A: 4 hours postdose and Part B: at steady state (14 ± 4 days after the start of each new dosage)'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1494,Trial,"{'summary': 'Sickle cell disease (SCD) is one of the most common inherited diseases worldwide and exhibits highest frequency in people of African descent. Patients with SCD currently have few treatment options, with hydroxyurea being the only medication approved to reduce the frequency of vaso-occlusive crisis (VOC) and prevent other SCD complications such as acute chest syndrome. Once patients develop VOC, hospitalizations aim to alleviate pain; no specific therapy is currently available to otherwise affect the course of the VOC. However, there has been increasing interest in the role of coagulation in the pathogenesis of SCD. The investigators hypothesize that low dose anticoagulant therapy, such as prophylactic dose low-molecular-weight heparin (LMWH), could be a novel way to ameliorate the vaso-occlusive process and thereby hasten the resolution of pain.', 'sex': 'ALL', 'nct_id': 'NCT01419977', 'age': 'ADULT, OLDER_ADULT', 'primary_outcomes': 'Change in D-dimer, Patients will have D-dimer,for samples drawn on Day 1 and Day 3, Day 1 and Day 3|Change in Clinical Pain Scores, The primary pain assessment tool will be a 10-cm horizontal visual analog scale (VAS), with ""0"" corresponding to no pain at one end and ""10"" indicating the worst pain at the other., Baseline to day 1|Change in Thrombin Generation Assay - Endogenous Thrombin Potential, Patients will have thrombin generation assay samples drawn on Day 1 and 3, Day 1 and Day 3|Change in Clinical Pain Scores, The primary pain assessment tool will be a 10-cm horizontal visual analog scale (VAS), with ""0"" corresponding to no pain at one end and ""10"" indicating the worst pain at the other., Baseline to day 3'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1495,Disease,{'name': 'Vaso-occlusive Crisis'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1496,Drug,{'name': 'Dalteparin'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1497,Trial,"{'summary': 'The purpose of this study is to determine the safety and efficacy of intravenous magnesium in shortening the duration of a pain crisis and to determine the health-related quality of life and short term outcomes of children treated with intravenous magnesium during an acute pain crisis.', 'secondary_outcomes': 'Number of Morphine Equivalents Per Kilogram of Body Weight Used During Hospitalization, Total morphine equivalents used during the hospitalization will be recorded on the day of discharge, up to 10 days post enrollment|Hypotension Associated With Infusion, For each study drug infusion, systolic blood pressure (SBP) was measured just prior to the start of the infusion and again every 10 minutes until 30 minutes until the end of the infusion. Hypotension was defined as a greater than 20% reduction in SBP relative to corresponding baseline measurement for any study drug infusion., Blood pressure will be monitored every 8 hours, concurrent with each infusion, and for 20-30 minutes after infusion completion, until discharge, up to 2 days post enrollment|Warm Sensation Associated With Study Drug Infusion, Patient spontaneously reported feelings of warmth during any study drug infusion., Patient-reported warm sensation upon infusion will be monitored every 8 hours, concurrent with each infusion, and for 20-30 minutes after infusion completion, until discharge, up to 2 days post enrollment|Rehospitalization, Rehospitalization will be measured at 7 days post discharge and at the follow-up visit (on average, 30 days post discharge)|Development of Acute Chest Syndrome (ACS), Patients will be monitored daily, on average, during their length of stay until discharge, up to 10 days post enrollment|Hospital Length of Stay, Start of first study drug infusion to actual hospital discharge', 'sex': 'ALL', 'nct_id': 'NCT01197417', 'age': 'CHILD, ADULT', 'primary_outcomes': 'Hospital Length of Stay (Hours), From the time of the start of first study med infusion until hospital discharge or 12 hours after the last IV opioid, whichever occurs first, up to 10 days post enrollment'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1498,Drug,{'name': 'Intravenous Magnesium Sulfate'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1499,Drug,{'name': 'Normal Saline Placebo'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1500,Trial,"{'summary': 'The purpose of this research study is to evaluate the safety of two doses of FBS0701, a new oral iron chelator, and its effectiveness in clearing iron from the liver. FBS0701 is a medication taken by mouth that causes the body to get rid of iron. Iron chelators are used in patients with β-thalassemia and other forms of anemia who experience iron overload - iron increases in the body as a result of regularly required blood transfusions. Patients who qualify will be randomized to receive one of two doses of FBS0701 for up to 24 weeks (6 months) with a total study duration of up to 33 weeks. These patients will be eligible to participate in a dosing extension for up to 72 weeks. The maximum duration of dosing will be up to 96 weeks. The safety of patients will be monitored frequently during the study by physical exams, ECGs, and blood tests. To assess the amount of iron in the liver and heart, each patient must undergo 6 MRI scans during the study. Patients will not need to stay in the hospital for this study but will need to visit the outpatient clinic up to 28 times over the 96 week period. Patients currently taking an iron chelator will be required to stop for a total of up to 26 weeks. The results of this study will help to determine if FBS0701 may be effective as an iron chelator.', 'secondary_outcomes': 'Maximum Plasma Concentration (Cmax) of SPD602, Cmax is a term that refers to the maximum (or peak) concentration that a drug achieves in the body after the drug has been administered., 92 weeks|Area Under The Steady-state Plasma Concentration-time Curve (AUC) of SPD602, AUC can be used as a measure of drug exposure. It is derived from drug concentration and time so it gives a measure of how much and how long a drug stays in a body., 92 weeks', 'sex': 'ALL', 'nct_id': 'NCT01186419', 'age': 'ADULT', 'primary_outcomes': 'Change From Baseline in Liver Iron Concentration (LIC) at 96 Weeks, LIC was determined by R2 Magnetic Resonance Imaging (MRI)., Baseline and 96 weeks'}"
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1501,Disease,{'name': 'Transfusional Iron Overload'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1502,Disease,{'name': 'Beta-thalassemia'}
4:4e0830d9-7413-4b1e-83ba-e7d830b0a219:1503,Drug,"{'name': 'SPD602 (FBS0701, SSP-004184)'}"
